ProductID,ProductName,Category,Subcategory,SupplierID,Cost,Price,ProductStatus
760,Ocean Kayaks,Kayaking,Kayaks,32,194.99,340.88,Active
761,Carbon Paddles,Kayaking,Paddles,45,24.35,56.06,Active
762,Carbon Trekking Poles,Hiking,Trekking Poles,42,86.02,187.67,Active
763,Summit Hiking Boots,Footwear,Hiking Boots,9,175.42,333.55,Active
764,Mountain Sleeping Bags,Camping,Sleeping Bags,45,115.0,208.45,Discontinued
765,Adventure Backpacks,Hiking,Backpacks,18,93.44,226.63,Active
766,LED Camp Lighting,Camping,Lighting,35,117.85,300.19,Active
767,Mountain Hiking Boots,Footwear,Hiking Boots,57,131.43,319.0,Active
768,Tournament Reels,Fishing,Reels,43,67.31,162.18,Discontinued
769,Ultralight Trekking Poles,Hiking,Trekking Poles,27,46.99,84.41,Active
770,Alpine Tents,Camping,Tents,12,20.51,55.64,Active
771,Explorer Backpacks,Hiking,Backpacks,42,55.99,80.88,Discontinued
772,Aluminum Paddles,Kayaking,Paddles,46,21.78,37.22,Active
773,Explorer Tents,Camping,Tents,30,232.82,597.16,Active
774,Outdoor Shirts,Apparel,Shirts,40,200.62,297.24,Active
775,Professional Rods,Fishing,Rods,14,26.89,49.09,Active
776,LED Camp Lighting,Camping,Lighting,34,137.6,229.14,Active
777,Professional Rods,Fishing,Rods,7,189.81,376.06,Active
778,Aluminum Paddles,Kayaking,Paddles,12,221.88,362.45,Discontinued
779,Tournament Reels,Fishing,Reels,29,47.96,134.18,Active
780,Outdoor Shirts,Apparel,Shirts,53,108.96,249.14,Active
781,Professional Rods,Fishing,Rods,36,140.95,271.34,Active
782,Outdoor Shirts,Apparel,Shirts,3,240.36,336.57,Active
783,Professional Rods,Fishing,Rods,1,42.42,112.26,Active
784,Explorer Backpacks,Hiking,Backpacks,45,15.21,38.8,Active
785,River Rods,Fishing,Rods,9,19.06,36.17,Active
786,RainShell Jackets,Apparel,Jackets,37,71.5,130.16,Discontinued
787,Professional Rods,Fishing,Rods,31,28.53,52.91,Active
788,Mountain Hiking Boots,Footwear,Hiking Boots,52,164.14,238.38,Discontinued
789,TrailMaster Tents,Camping,Tents,27,93.5,237.86,Active
790,Adventure Backpacks,Hiking,Backpacks,20,196.58,380.48,Active
791,Thermal Jackets,Apparel,Jackets,4,130.58,223.18,Discontinued
792,Summit Hiking Boots,Footwear,Hiking Boots,10,113.66,284.25,Active
793,Thermal Jackets,Apparel,Jackets,26,147.15,216.17,Active
794,Mountain Sleeping Bags,Camping,Sleeping Bags,49,114.28,271.65,Active
795,TrailPro Hiking Boots,Footwear,Hiking Boots,36,104.88,230.72,Active
796,Explorer Backpacks,Hiking,Backpacks,60,196.43,363.94,Active
797,Rechargeable Lighting,Camping,Lighting,21,111.65,210.75,Active
798,Lake Rods,Fishing,Rods,53,50.62,95.65,Discontinued
799,Lake Rods,Fishing,Rods,13,20.77,52.87,Active
800,Trail Backpacks,Hiking,Backpacks,40,187.5,326.3,Active
801,Thermal Jackets,Apparel,Jackets,29,176.51,274.61,Discontinued
802,Cold Weather Sleeping Bags,Camping,Sleeping Bags,35,187.6,318.29,Active
803,Tournament Reels,Fishing,Reels,45,185.18,295.9,Active
804,TrailPro Hiking Boots,Footwear,Hiking Boots,51,50.88,91.46,Active
805,Mountain Sleeping Bags,Camping,Sleeping Bags,43,236.84,353.66,Active
806,Carbon Paddles,Kayaking,Paddles,42,14.58,38.12,Discontinued
807,Ultralight Trekking Poles,Hiking,Trekking Poles,21,244.39,376.23,Discontinued
808,River Rods,Fishing,Rods,36,57.73,158.96,Active
809,TrailMaster Tents,Camping,Tents,11,90.06,175.69,Active
810,Outdoor Shirts,Apparel,Shirts,33,160.06,277.01,Active
811,Rechargeable Lighting,Camping,Lighting,53,220.88,584.57,Active
812,Spin Reels,Fishing,Reels,43,46.41,123.27,Active
813,Rechargeable Lighting,Camping,Lighting,56,134.97,317.07,Active
814,Mountain Hiking Boots,Footwear,Hiking Boots,59,46.66,128.72,Active
815,Summit Hiking Boots,Footwear,Hiking Boots,44,166.59,368.74,Active
816,Ultralight Trekking Poles,Hiking,Trekking Poles,9,179.23,382.36,Discontinued
817,Explorer Backpacks,Hiking,Backpacks,47,26.28,56.4,Active
818,Carbon Trekking Poles,Hiking,Trekking Poles,57,184.5,456.01,Discontinued
819,Adventure Trail Shoes,Footwear,Trail Shoes,41,188.95,481.89,Active
820,Trail Backpacks,Hiking,Backpacks,40,41.57,59.72,Active
821,Professional Rods,Fishing,Rods,23,65.72,155.25,Active
822,Carbon Paddles,Kayaking,Paddles,46,130.56,293.32,Active
823,Aluminum Trekking Poles,Hiking,Trekking Poles,15,123.72,201.58,Active
824,TrailPro Hiking Boots,Footwear,Hiking Boots,43,238.05,407.44,Active
825,Trail Backpacks,Hiking,Backpacks,56,232.5,646.32,Discontinued
826,Aluminum Paddles,Kayaking,Paddles,50,223.02,445.72,Active
827,Tournament Reels,Fishing,Reels,48,85.1,191.99,Active
828,Lake Rods,Fishing,Rods,57,119.66,314.57,Active
829,Tournament Reels,Fishing,Reels,49,19.42,37.72,Active
830,Aluminum Trekking Poles,Hiking,Trekking Poles,53,105.53,192.74,Active
831,TrailPro Hiking Boots,Footwear,Hiking Boots,45,80.66,216.7,Active
832,Runner Trail Shoes,Footwear,Trail Shoes,50,183.44,285.88,Active
833,Adventure Trail Shoes,Footwear,Trail Shoes,38,118.21,195.1,Active
834,TrailPro Hiking Boots,Footwear,Hiking Boots,46,87.78,202.6,Active
835,River Kayaks,Kayaking,Kayaks,24,37.4,75.89,Active
836,Tournament Reels,Fishing,Reels,11,199.86,422.97,Discontinued
837,Spin Reels,Fishing,Reels,37,194.38,520.39,Active
838,Trail Backpacks,Hiking,Backpacks,20,194.6,286.42,Active
839,Aluminum Paddles,Kayaking,Paddles,9,160.35,250.88,Active
840,Rechargeable Lighting,Camping,Lighting,32,12.93,27.11,Active
841,Spin Reels,Fishing,Reels,30,62.05,144.16,Discontinued
842,Mountain Hiking Boots,Footwear,Hiking Boots,36,154.02,268.4,Active
843,River Rods,Fishing,Rods,23,54.36,80.29,Active
844,Adventure Backpacks,Hiking,Backpacks,22,148.74,333.86,Active
845,Explorer Tents,Camping,Tents,19,248.5,404.03,Active
846,Runner Trail Shoes,Footwear,Trail Shoes,24,32.35,58.85,Discontinued
847,Mountain Sleeping Bags,Camping,Sleeping Bags,8,25.58,52.67,Active
848,Moisture Shirts,Apparel,Shirts,4,60.36,102.17,Active
849,Lake Rods,Fishing,Rods,51,183.78,412.9,Active
850,Adventure Trail Shoes,Footwear,Trail Shoes,23,136.09,380.1,Active
851,Tournament Reels,Fishing,Reels,52,185.0,387.91,Active
852,Professional Rods,Fishing,Rods,8,79.72,133.21,Active
853,Mountain Hiking Boots,Footwear,Hiking Boots,27,213.54,537.99,Discontinued
854,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,1,144.5,331.27,Active
855,Aluminum Paddles,Kayaking,Paddles,33,199.65,365.54,Active
856,TrailMaster Tents,Camping,Tents,40,91.93,221.93,Active
857,Explorer Backpacks,Hiking,Backpacks,31,210.12,565.47,Discontinued
858,LED Camp Lighting,Camping,Lighting,58,125.56,286.04,Active
859,Explorer Trail Shoes,Footwear,Trail Shoes,37,23.45,49.94,Active
860,River Rods,Fishing,Rods,59,148.58,277.01,Active
861,TrailMaster Tents,Camping,Tents,25,211.78,397.05,Active
862,Spin Reels,Fishing,Reels,49,152.85,399.0,Active
863,Carbon Paddles,Kayaking,Paddles,57,75.16,114.36,Active
864,Outdoor Shirts,Apparel,Shirts,8,61.87,112.8,Active
865,Alpine Tents,Camping,Tents,31,116.51,167.18,Active
866,Aluminum Trekking Poles,Hiking,Trekking Poles,50,185.79,396.3,Active
867,Adventure Backpacks,Hiking,Backpacks,47,172.41,273.41,Active
868,Explorer Trail Shoes,Footwear,Trail Shoes,20,217.55,339.85,Active
869,Ocean Kayaks,Kayaking,Kayaks,34,122.05,178.75,Active
870,Rechargeable Lighting,Camping,Lighting,13,163.32,276.63,Active
871,Moisture Shirts,Apparel,Shirts,8,86.6,174.72,Active
872,Explorer Backpacks,Hiking,Backpacks,36,37.47,102.73,Active
873,Ultralight Trekking Poles,Hiking,Trekking Poles,46,86.44,138.15,Active
874,River Rods,Fishing,Rods,22,27.1,61.21,Discontinued
875,Alpine Tents,Camping,Tents,7,122.98,288.47,Discontinued
876,Explorer Tents,Camping,Tents,58,104.06,248.34,Discontinued
877,Pro Reels,Fishing,Reels,49,89.76,150.56,Active
878,Summit Hiking Boots,Footwear,Hiking Boots,30,205.08,551.17,Active
879,Explorer Trail Shoes,Footwear,Trail Shoes,31,164.66,407.22,Active
880,Adventure Backpacks,Hiking,Backpacks,12,71.93,137.3,Active
881,Outdoor Shirts,Apparel,Shirts,23,17.26,35.65,Discontinued
882,TrailPro Hiking Boots,Footwear,Hiking Boots,9,194.31,436.46,Active
883,TrailPro Hiking Boots,Footwear,Hiking Boots,20,143.48,215.12,Discontinued
884,Runner Trail Shoes,Footwear,Trail Shoes,31,159.01,344.6,Discontinued
885,Cold Weather Sleeping Bags,Camping,Sleeping Bags,51,205.34,457.37,Discontinued
886,Tournament Reels,Fishing,Reels,43,176.59,290.02,Active
887,Carbon Paddles,Kayaking,Paddles,36,152.12,311.55,Active
888,TrailPro Hiking Boots,Footwear,Hiking Boots,7,239.41,358.5,Discontinued
889,Moisture Shirts,Apparel,Shirts,53,168.44,257.17,Active
890,River Rods,Fishing,Rods,19,168.61,342.98,Discontinued
891,Spin Reels,Fishing,Reels,20,59.36,156.02,Active
892,Runner Trail Shoes,Footwear,Trail Shoes,33,149.85,338.07,Discontinued
893,Carbon Trekking Poles,Hiking,Trekking Poles,4,98.61,213.83,Active
894,Carbon Paddles,Kayaking,Paddles,16,216.7,566.01,Discontinued
895,Aluminum Paddles,Kayaking,Paddles,28,180.83,355.95,Active
896,Ocean Kayaks,Kayaking,Kayaks,54,43.38,94.46,Active
897,TrailPro Hiking Boots,Footwear,Hiking Boots,9,249.39,583.1,Active
898,LED Camp Lighting,Camping,Lighting,43,44.56,117.59,Discontinued
899,Trail Backpacks,Hiking,Backpacks,30,164.14,325.36,Discontinued
900,Lake Rods,Fishing,Rods,29,132.26,287.38,Discontinued
901,RainShell Jackets,Apparel,Jackets,32,111.95,157.89,Active
902,Aluminum Paddles,Kayaking,Paddles,3,232.38,512.84,Active
903,Tournament Reels,Fishing,Reels,45,98.46,217.83,Active
904,Aluminum Trekking Poles,Hiking,Trekking Poles,40,134.07,285.93,Active
905,Ultralight Trekking Poles,Hiking,Trekking Poles,5,188.0,515.98,Active
906,Lake Rods,Fishing,Rods,30,138.41,195.86,Discontinued
907,Pro Reels,Fishing,Reels,19,94.7,262.21,Active
908,Adventure Backpacks,Hiking,Backpacks,47,231.49,566.96,Active
909,Rechargeable Lighting,Camping,Lighting,43,148.75,327.55,Active
910,Ocean Kayaks,Kayaking,Kayaks,5,126.34,199.31,Active
911,StormGuard Jackets,Apparel,Jackets,1,77.43,201.4,Active
912,Professional Rods,Fishing,Rods,24,187.35,435.18,Active
913,Thermal Jackets,Apparel,Jackets,3,53.39,114.17,Active
914,Summit Tents,Camping,Tents,27,211.03,517.84,Discontinued
915,Ultralight Trekking Poles,Hiking,Trekking Poles,47,163.02,276.35,Active
916,Rechargeable Lighting,Camping,Lighting,11,191.32,298.92,Discontinued
917,Adventure Trail Shoes,Footwear,Trail Shoes,60,124.3,339.03,Active
918,Adventure Trail Shoes,Footwear,Trail Shoes,28,73.03,156.48,Active
919,Outdoor Shirts,Apparel,Shirts,44,172.84,474.7,Active
920,Outdoor Lantern Lighting,Camping,Lighting,40,94.92,245.08,Active
921,Outdoor Shirts,Apparel,Shirts,38,202.56,356.0,Discontinued
922,Mountain Hiking Boots,Footwear,Hiking Boots,34,171.25,424.48,Active
923,Ocean Kayaks,Kayaking,Kayaks,54,141.43,331.22,Active
924,Cold Weather Sleeping Bags,Camping,Sleeping Bags,23,136.06,321.06,Active
925,Aluminum Paddles,Kayaking,Paddles,6,56.34,80.75,Active
926,Professional Rods,Fishing,Rods,8,163.14,390.12,Active
927,Lake Rods,Fishing,Rods,37,167.53,445.61,Active
928,LED Camp Lighting,Camping,Lighting,60,70.8,145.4,Active
929,Aluminum Paddles,Kayaking,Paddles,43,194.65,461.15,Active
930,RainShell Jackets,Apparel,Jackets,25,76.55,113.86,Active
931,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,60,52.7,78.9,Active
932,Spin Reels,Fishing,Reels,35,164.92,255.92,Discontinued
933,Explorer Backpacks,Hiking,Backpacks,5,181.7,280.65,Active
934,Pro Reels,Fishing,Reels,42,14.5,30.4,Active
935,Rechargeable Lighting,Camping,Lighting,58,73.94,175.98,Discontinued
936,Professional Rods,Fishing,Rods,31,179.83,445.87,Discontinued
937,Mountain Hiking Boots,Footwear,Hiking Boots,45,64.2,124.43,Discontinued
938,Outdoor Lantern Lighting,Camping,Lighting,44,234.41,445.96,Active
939,Mountain Hiking Boots,Footwear,Hiking Boots,24,249.28,574.82,Active
940,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,3,165.47,272.57,Discontinued
941,Ocean Kayaks,Kayaking,Kayaks,41,177.01,469.97,Active
942,Mountain Hiking Boots,Footwear,Hiking Boots,3,115.12,191.7,Active
943,Outdoor Lantern Lighting,Camping,Lighting,51,67.24,130.73,Active
944,Runner Trail Shoes,Footwear,Trail Shoes,51,18.89,27.93,Active
945,Summit Hiking Boots,Footwear,Hiking Boots,30,203.7,475.49,Active
946,River Kayaks,Kayaking,Kayaks,42,18.85,30.13,Active
947,Summit Hiking Boots,Footwear,Hiking Boots,12,178.31,282.22,Active
948,Thermal Jackets,Apparel,Jackets,5,156.69,402.61,Active
949,Mountain Sleeping Bags,Camping,Sleeping Bags,52,201.8,344.84,Active
950,Explorer Trail Shoes,Footwear,Trail Shoes,44,172.82,320.4,Active
951,RainShell Jackets,Apparel,Jackets,8,152.34,284.83,Active
952,Carbon Trekking Poles,Hiking,Trekking Poles,29,177.11,385.17,Active
953,River Rods,Fishing,Rods,40,33.99,87.91,Discontinued
954,Explorer Backpacks,Hiking,Backpacks,60,29.37,41.42,Active
955,Aluminum Paddles,Kayaking,Paddles,31,176.44,442.71,Active
956,Adventure Backpacks,Hiking,Backpacks,16,75.03,152.35,Active
957,Professional Rods,Fishing,Rods,6,53.2,111.71,Active
958,Performance Shirts,Apparel,Shirts,34,143.85,240.04,Active
959,Tournament Reels,Fishing,Reels,41,131.81,270.2,Active
960,RainShell Jackets,Apparel,Jackets,55,37.04,59.59,Discontinued
961,Summit Hiking Boots,Footwear,Hiking Boots,42,170.83,249.47,Active
962,Thermal Jackets,Apparel,Jackets,57,70.33,159.2,Discontinued
963,Alpine Tents,Camping,Tents,51,231.97,381.88,Active
964,Summit Hiking Boots,Footwear,Hiking Boots,38,224.82,541.81,Active
965,Mountain Hiking Boots,Footwear,Hiking Boots,50,172.44,320.04,Active
966,RainShell Jackets,Apparel,Jackets,13,66.91,132.32,Discontinued
967,Explorer Backpacks,Hiking,Backpacks,28,150.42,222.03,Active
968,Carbon Trekking Poles,Hiking,Trekking Poles,47,102.96,163.81,Active
969,Aluminum Paddles,Kayaking,Paddles,45,58.53,92.37,Active
970,RainShell Jackets,Apparel,Jackets,11,214.4,437.81,Active
971,Ultralight Trekking Poles,Hiking,Trekking Poles,40,47.63,119.67,Active
972,River Rods,Fishing,Rods,56,108.81,231.82,Active
973,Pro Reels,Fishing,Reels,48,77.0,186.5,Active
974,Aluminum Trekking Poles,Hiking,Trekking Poles,38,149.07,394.82,Active
975,Lake Rods,Fishing,Rods,31,245.24,357.09,Active
976,Adventure Trail Shoes,Footwear,Trail Shoes,7,204.33,485.35,Discontinued
977,Summit Hiking Boots,Footwear,Hiking Boots,47,144.04,204.16,Discontinued
978,Explorer Backpacks,Hiking,Backpacks,6,80.99,186.82,Active
979,Runner Trail Shoes,Footwear,Trail Shoes,48,178.79,465.05,Active
980,Runner Trail Shoes,Footwear,Trail Shoes,51,219.81,432.48,Active
981,Carbon Paddles,Kayaking,Paddles,58,216.49,324.51,Active
982,Lake Rods,Fishing,Rods,40,112.22,199.49,Active
983,Explorer Kayaks,Kayaking,Kayaks,4,221.4,538.02,Active
984,Explorer Tents,Camping,Tents,24,97.74,221.56,Active
985,Adventure Backpacks,Hiking,Backpacks,22,180.24,303.99,Active
986,Professional Rods,Fishing,Rods,38,124.84,338.92,Active
987,Ocean Kayaks,Kayaking,Kayaks,44,94.65,167.94,Discontinued
988,RainShell Jackets,Apparel,Jackets,33,99.48,202.28,Active
989,Adventure Trail Shoes,Footwear,Trail Shoes,45,159.03,400.73,Active
990,Carbon Trekking Poles,Hiking,Trekking Poles,19,29.24,77.69,Active
991,TrailMaster Tents,Camping,Tents,10,36.89,59.29,Active
992,Lake Rods,Fishing,Rods,60,109.97,259.02,Active
993,Adventure Trail Shoes,Footwear,Trail Shoes,19,116.53,268.32,Active
994,Summit Tents,Camping,Tents,22,210.39,447.6,Discontinued
995,Tournament Reels,Fishing,Reels,38,165.05,306.47,Discontinued
996,Explorer Trail Shoes,Footwear,Trail Shoes,11,41.67,104.39,Active
997,Aluminum Trekking Poles,Hiking,Trekking Poles,4,242.97,601.99,Active
998,Outdoor Shirts,Apparel,Shirts,11,239.49,542.7,Active
999,Adventure Backpacks,Hiking,Backpacks,10,176.29,411.27,Active
1000,Trail Backpacks,Hiking,Backpacks,29,248.51,547.8,Active
1001,RainShell Jackets,Apparel,Jackets,21,145.0,210.04,Active
1002,Aluminum Trekking Poles,Hiking,Trekking Poles,20,139.57,227.17,Active
1003,Trail Comfort Sleeping Bags,Camping,Sleeping Bags,60,194.44,530.22,Active
1004,Adventure Backpacks,Hiking,Backpacks,42,141.07,297.71,Active
1005,Explorer Trail Shoes,Footwear,Trail Shoes,47,170.05,428.43,Discontinued
1006,StormGuard Jackets,Apparel,Jackets,44,124.96,181.96,Active
1007,Thermal Jackets,Apparel,Jackets,23,158.21,270.3,Active
1008,StormGuard Jackets,Apparel,Jackets,15,163.92,363.38,Active
1009,Trail Backpacks,Hiking,Backpacks,43,139.22,281.73,Active
1010,Spin Reels,Fishing,Reels,33,127.71,286.64,Active
1011,Aluminum Paddles,Kayaking,Paddles,24,45.51,118.11,Discontinued
1012,Thermal Jackets,Apparel,Jackets,29,92.78,169.91,Active
1013,Ultralight Trekking Poles,Hiking,Trekking Poles,19,248.22,626.8,Active
1014,Aluminum Paddles,Kayaking,Paddles,6,43.5,96.66,Active
1015,Aluminum Trekking Poles,Hiking,Trekking Poles,22,247.21,527.9,Active
1016,Spin Reels,Fishing,Reels,18,11.59,26.59,Discontinued
1017,Ultralight Trekking Poles,Hiking,Trekking Poles,13,146.3,392.2,Active
1018,Explorer Trail Shoes,Footwear,Trail Shoes,20,127.74,325.98,Active
1019,Runner Trail Shoes,Footwear,Trail Shoes,17,16.44,23.07,Active
1020,Carbon Paddles,Kayaking,Paddles,27,166.92,442.3,Active
1021,Summit Hiking Boots,Footwear,Hiking Boots,5,38.65,69.11,Active
1022,Tournament Reels,Fishing,Reels,44,114.66,201.92,Discontinued
1023,Ocean Kayaks,Kayaking,Kayaks,55,133.01,293.34,Active
1024,Trail Backpacks,Hiking,Backpacks,9,86.72,228.04,Active
1025,Explorer Backpacks,Hiking,Backpacks,23,96.68,221.47,Active
1026,Moisture Shirts,Apparel,Shirts,13,163.35,246.26,Active
1027,LED Camp Lighting,Camping,Lighting,53,140.49,368.28,Active
1028,Performance Shirts,Apparel,Shirts,10,138.26,261.63,Active
1029,Aluminum Trekking Poles,Hiking,Trekking Poles,59,196.91,389.25,Active
1030,Summit Tents,Camping,Tents,51,130.81,335.42,Active
1031,Runner Trail Shoes,Footwear,Trail Shoes,2,37.98,60.15,Discontinued
1032,Moisture Shirts,Apparel,Shirts,57,97.02,246.8,Active
1033,Carbon Trekking Poles,Hiking,Trekking Poles,9,188.67,295.46,Active
1034,Ocean Kayaks,Kayaking,Kayaks,6,40.08,63.42,Discontinued
1035,River Kayaks,Kayaking,Kayaks,28,14.51,30.15,Active
1036,Trail Backpacks,Hiking,Backpacks,4,200.33,424.47,Discontinued
1037,Cold Weather Sleeping Bags,Camping,Sleeping Bags,49,25.9,60.47,Active
1038,LED Camp Lighting,Camping,Lighting,43,151.02,253.72,Active
1039,Summit Tents,Camping,Tents,38,213.01,579.09,Active
1040,StormGuard Jackets,Apparel,Jackets,33,197.39,445.73,Active
1041,LED Camp Lighting,Camping,Lighting,19,136.92,328.9,Active
1042,Professional Rods,Fishing,Rods,33,33.68,57.24,Discontinued
1043,Thermal Jackets,Apparel,Jackets,54,171.65,266.1,Active
1044,Runner Trail Shoes,Footwear,Trail Shoes,49,133.42,262.92,Active
1045,Cold Weather Sleeping Bags,Camping,Sleeping Bags,24,134.73,282.14,Active
1046,River Rods,Fishing,Rods,19,88.75,138.63,Discontinued
1047,Tournament Reels,Fishing,Reels,36,244.28,493.82,Discontinued
1048,Performance Shirts,Apparel,Shirts,52,215.63,571.99,Discontinued
1049,Carbon Paddles,Kayaking,Paddles,44,13.07,30.63,Active
1050,Explorer Trail Shoes,Footwear,Trail Shoes,10,168.05,255.27,Discontinued
1051,Mountain Hiking Boots,Footwear,Hiking Boots,5,232.07,642.6,Active
1052,Carbon Trekking Poles,Hiking,Trekking Poles,8,152.79,425.81,Active
1053,Adventure Trail Shoes,Footwear,Trail Shoes,38,193.56,478.55,Active
1054,Aluminum Paddles,Kayaking,Paddles,26,124.2,278.76,Discontinued
1055,Spin Reels,Fishing,Reels,17,194.32,301.44,Discontinued
1056,Mountain Hiking Boots,Footwear,Hiking Boots,48,236.18,340.48,Active
1057,Mountain Sleeping Bags,Camping,Sleeping Bags,39,16.42,27.11,Active
1058,Ultralight Trekking Poles,Hiking,Trekking Poles,43,159.58,393.24,Discontinued
1059,TrailPro Hiking Boots,Footwear,Hiking Boots,17,168.9,352.38,Active
1060,River Rods,Fishing,Rods,8,247.77,652.17,Discontinued
1061,Adventure Trail Shoes,Footwear,Trail Shoes,12,116.21,168.55,Active
1062,Ocean Kayaks,Kayaking,Kayaks,25,113.36,208.29,Discontinued
1063,Outdoor Lantern Lighting,Camping,Lighting,35,127.73,277.85,Discontinued
1064,Mountain Hiking Boots,Footwear,Hiking Boots,38,23.38,41.35,Discontinued
1065,Pro Reels,Fishing,Reels,3,86.92,125.11,Active
1066,Moisture Shirts,Apparel,Shirts,41,150.15,371.06,Active
1067,TrailPro Hiking Boots,Footwear,Hiking Boots,23,92.83,176.41,Active
1068,River Kayaks,Kayaking,Kayaks,6,66.31,121.81,Active
1069,Thermal Jackets,Apparel,Jackets,3,50.75,109.3,Discontinued
1070,Aluminum Paddles,Kayaking,Paddles,38,73.99,175.68,Active
1071,Moisture Shirts,Apparel,Shirts,52,103.67,228.24,Discontinued
1072,Outdoor Lantern Lighting,Camping,Lighting,52,59.42,124.51,Active
1073,Aluminum Trekking Poles,Hiking,Trekking Poles,41,242.66,408.27,Active
1074,Lake Rods,Fishing,Rods,37,73.64,133.75,Discontinued
1075,Adventure Backpacks,Hiking,Backpacks,22,212.6,325.84,Active
1076,Outdoor Lantern Lighting,Camping,Lighting,51,124.06,210.11,Active
1077,Aluminum Paddles,Kayaking,Paddles,13,113.9,245.56,Discontinued
1078,Explorer Trail Shoes,Footwear,Trail Shoes,36,133.69,312.86,Active
1079,Outdoor Lantern Lighting,Camping,Lighting,32,133.89,222.41,Active
1080,Aluminum Paddles,Kayaking,Paddles,40,234.92,504.09,Discontinued
1081,Professional Rods,Fishing,Rods,16,58.16,119.08,Active
1082,Aluminum Paddles,Kayaking,Paddles,59,108.46,282.46,Active
1083,Ocean Kayaks,Kayaking,Kayaks,11,74.06,133.45,Active
1084,Ocean Kayaks,Kayaking,Kayaks,2,67.24,108.25,Active
1085,Outdoor Shirts,Apparel,Shirts,42,144.36,290.25,Active
1086,Explorer Backpacks,Hiking,Backpacks,52,42.74,75.3,Active
1087,Explorer Kayaks,Kayaking,Kayaks,32,214.61,590.03,Active
1088,TrailMaster Tents,Camping,Tents,58,154.38,403.56,Discontinued
1089,Thermal Jackets,Apparel,Jackets,9,236.36,570.56,Active
1090,Outdoor Lantern Lighting,Camping,Lighting,43,130.06,204.05,Active
1091,Summit Hiking Boots,Footwear,Hiking Boots,21,153.96,382.2,Active
1092,Tournament Reels,Fishing,Reels,14,188.55,510.91,Active
1093,Summit Tents,Camping,Tents,17,242.78,489.27,Active
1094,Explorer Trail Shoes,Footwear,Trail Shoes,28,237.69,438.08,Discontinued
1095,Ocean Kayaks,Kayaking,Kayaks,24,221.06,599.46,Discontinued
1096,Aluminum Paddles,Kayaking,Paddles,39,15.06,41.47,Active
1097,Explorer Kayaks,Kayaking,Kayaks,17,230.19,538.7,Discontinued
1098,Moisture Shirts,Apparel,Shirts,55,39.29,102.69,Discontinued
1099,TrailPro Hiking Boots,Footwear,Hiking Boots,20,232.6,624.55,Active
1100,Carbon Trekking Poles,Hiking,Trekking Poles,29,216.26,351.28,Active
1101,Carbon Paddles,Kayaking,Paddles,50,75.77,114.57,Discontinued
1102,Adventure Trail Shoes,Footwear,Trail Shoes,53,182.17,478.65,Active
1103,Ultralight Trekking Poles,Hiking,Trekking Poles,47,25.93,51.58,Active
1104,Summit Hiking Boots,Footwear,Hiking Boots,29,163.93,271.67,Active
1105,Cold Weather Sleeping Bags,Camping,Sleeping Bags,6,160.79,295.73,Active
1106,Adventure Backpacks,Hiking,Backpacks,42,181.26,448.56,Active
1107,Pro Reels,Fishing,Reels,9,118.36,310.45,Active
1108,Aluminum Trekking Poles,Hiking,Trekking Poles,12,57.68,114.22,Discontinued
1109,Summit Hiking Boots,Footwear,Hiking Boots,42,237.55,639.57,Active
1110,Cold Weather Sleeping Bags,Camping,Sleeping Bags,4,72.83,188.82,Discontinued
1111,Tournament Reels,Fishing,Reels,24,72.44,110.45,Active
1112,River Rods,Fishing,Rods,59,182.46,366.6,Discontinued
1113,Carbon Paddles,Kayaking,Paddles,56,63.88,107.6,Active
1114,Outdoor Shirts,Apparel,Shirts,39,41.25,107.2,Active
1115,Thermal Jackets,Apparel,Jackets,2,53.29,133.73,Active
1116,StormGuard Jackets,Apparel,Jackets,38,118.23,206.62,Discontinued
1117,Explorer Tents,Camping,Tents,45,41.97,77.75,Discontinued
1118,Explorer Kayaks,Kayaking,Kayaks,39,102.04,203.33,Active
1119,Alpine Tents,Camping,Tents,31,22.51,60.86,Active
1120,River Rods,Fishing,Rods,20,70.88,160.72,Discontinued
1121,Carbon Paddles,Kayaking,Paddles,38,242.33,529.1,Active
1122,StormGuard Jackets,Apparel,Jackets,30,128.28,240.51,Active
1123,Mountain Sleeping Bags,Camping,Sleeping Bags,8,137.3,219.48,Active
1124,Explorer Tents,Camping,Tents,48,219.2,563.06,Active
1125,Adventure Trail Shoes,Footwear,Trail Shoes,17,157.1,387.44,Active
1126,TrailPro Hiking Boots,Footwear,Hiking Boots,10,186.85,390.1,Discontinued
1127,Summit Tents,Camping,Tents,31,23.1,38.26,Active
1128,Aluminum Trekking Poles,Hiking,Trekking Poles,32,37.85,100.43,Active
1129,Explorer Trail Shoes,Footwear,Trail Shoes,8,144.61,295.13,Active
1130,Cold Weather Sleeping Bags,Camping,Sleeping Bags,54,58.9,105.89,Active
1131,Carbon Paddles,Kayaking,Paddles,34,150.05,414.18,Active
1132,Summit Hiking Boots,Footwear,Hiking Boots,57,194.38,456.34,Active
1133,Mountain Sleeping Bags,Camping,Sleeping Bags,24,245.52,385.66,Active
1134,RainShell Jackets,Apparel,Jackets,43,29.46,75.51,Discontinued
1135,Explorer Trail Shoes,Footwear,Trail Shoes,3,167.92,312.53,Discontinued
